survey_name,survey_id,StartDate,EndDate,ResponseId,trolley_1_resp,trolley_1_rate,trolley_1_just,speedboat_1_resp,speedboat_1_rate,trolley_2_resp,trolley_2_rate,trolley_2_just,speedboat_2_resp,speedboat_2_rate,trolley_3_resp,trolley_3_rate,trolley_3_just,speedboat_3_resp,speedboat_3_rate,trolley_4_resp,trolley_4_rate,trolley_4_just,speedboat_4_resp,speedboat_4_rate,trolley_5_resp,trolley_5_rate,trolley_5_just,speedboat_5_resp,speedboat_5_rate,trolley_6_resp,trolley_6_rate,trolley_6_just,speedboat_6_resp,speedboat_6_rate,trolley_attention,speedboat_attention,confusion,disbelief,familiarity,careless_1,careless_2,careless_3,household_income,currency_1,living_area,oxford_utilitarian_1,oxford_utilitarian_2,oxford_utilitarian_3,oxford_utilitarian_4,oxford_utilitarian_5,oxford_utilitarian_6,oxford_utilitarian_7,oxford_utilitarian_8,oxford_utilitarian_9,individualism_scale_1,individualism_scale_2,individualism_scale_3,individualism_scale_4,individualism_scale_5,individualism_scale_6,individualism_scale_7,individualism_scale_8,individualism_scale_9,individualism_scale_10,individualism_scale_11,individualism_scale_12,individualism_scale_13,individualism_scale_14,individualism_scale_15,individualism_scale_16,religious_rate,religion_1,religion_2,religion_3,religion_4,religion_5,religion_6,religion_7,religion_8,religion_9,religion_10,religion_11,religion_12,religion_13,religion_14,religion_15,religion_16,religion_16_TEXT,education_leve,education_level_iran,education_level_germ,age_1,sex,countr_origin_1,immigrant_back,technical_problems,technical_problems_2_TEXT,further_comments,native_language,fluency,Q_Lang,lab,attention,FL_24_DO_Footbridgepole,FL_24_DO_Footbridgeswitch,FL_22_DO_Standardswitch,FL_22_DO_Standardfootbridge,FL_22_DO_Loop,FL_22_DO_Obstaclecollide,trolley_attention_DO_1,trolley_attention_DO_2,trolley_attention_DO_3,trolley_attention_DO_4,trolley_attention_DO_5,trolley_attention_DO_6,speedboat_attention_DO_1,speedboat_attention_DO_2,speedboat_attention_DO_3,speedboat_attention_DO_4,speedboat_attention_DO_5,scenario1,scenario2
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-04-18T09:46:51Z,2020-04-18T10:15:28Z,R_1rHYlBTnHrISuhk,NA,NA,NA,NA,NA,2,4,It is unacceptable because Joe will be directly responsible for the death of the man with the backpack in the sense that he will be pushing him and killing him. However not pushing the man and getting the five men killed will make joe more of a bystander as the circumstances that led to this situation were not caused by joe and not his fault. It is not in his power to decide who dies and who doesn’t and the amount of lives lost in this case is less relevant. Not acting is less unacceptable than deliberately killing the man with the backpack. It is not for joe to decide.,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,3,2,2,1,1 billion,64,2,6,3,5,5,4,5,1,4,5,6,4,6,9,6,6,7,6,6,6,7,8,5,5,6,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,1,101,2,1,NA,NA,1,1,EN,MYS_004,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Switch,NA
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-04-18T13:49:31Z,2020-04-18T14:01:01Z,R_Ryn39VgT3rikGqt,2,2,所有生命都是生命，更何况这种选择参杂更多谋杀的成分,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,2,2,1,500000,33,2,6,2,5,6,2,5,2,3,1,5,5,2,4,6,5,6,7,5,7,8,8,9,9,9,8,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,1,44,2,1,NA,情景一二没什么不同啊,1,1,ZH-S,CHN_016,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pole,NA
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-04-19T05:02:53Z,2020-04-19T05:15:18Z,R_2BgQYJ2pVKmUCli,NA,NA,NA,NA,NA,1,6,让伤心的人变少一些,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,2,2,2,1,20w,33,2,2,5,5,5,4,5,2,4,3,9,9,6,6,8,6,8,4,5,6,5,8,8,7,9,9,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,2,44,2,1,NA,NA,1,1,ZH-S,CHN_016,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Switch,NA
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-04-19T05:49:58Z,2020-04-19T06:23:50Z,R_1DHKGORcFzuX8hO,2,2,Joe does not have the right to decide to sacrifice someone else even if it is for a greater good,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,2,2,1,350000,59,2,3,2,3,6,3,4,1,4,2,8,9,9,9,7,3,5,6,8,8,5,6,6,5,3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,12,2,97,1,1,NA,no,1,1,EN,CHN_018,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pole,NA
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-04-19T06:51:30Z,2020-04-19T07:07:27Z,R_cOszopaWUn9s0M1,2,3,Because initially is the five workmen will cause death and Joe shouldn't push the workman with backpack as an innocent victim to save the five workmen,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,1,0,101,2,1,1,4,2,2,3,2,1,4,5,4,5,5,6,3,3,5,6,6,6,8,9,9,8,8,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,2,131,2,1,NA,NA,1,2,EN,MYS_004,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pole,NA
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-04-20T06:54:16Z,2020-04-20T07:21:09Z,R_2QtEFKVgbi7pFI5,2,1,"By pushing the workman, Joe made sure of his death. If the trolley was allowed to continue, Joe had no idea if it would have killed the 5 people or if something might have prevented that.",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,2,2,1,"130,000",148,2,7,4,7,4,7,5,3,5,5,7,7,7,9,8,2,9,3,8,9,7,8,7,8,5,6,7,NA,NA,NA,NA,NA,NA,1,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,36,1,120,2,1,NA,No,1,1,EN,LEB_001,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pole,NA
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-04-21T04:20:42Z,2020-04-21T04:33:42Z,R_sooSV1jR6I1bJXX,1,5,Saves more lives.,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,3,2,2,1,20000,101,2,5,5,3,5,4,5,3,5,3,9,5,9,9,6,5,5,7,7,9,6,9,5,4,4,5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,15,4,131,1,1,NA,NA,1,1,EN,MYS_004,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pole,NA
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-04-22T09:20:45Z,2020-04-22T09:40:04Z,R_1jIjqtcb1qVRZEY,NA,NA,NA,NA,NA,1,7,"I thinks it’s morally wrong to purposefully cause the death of a human being; however, as it saves the life of 5 other humans it could possibly be the right thing to do. Both scenarios are morally wrong to a certain extent.",1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,3,2,2,1,2500,79,2,5,6,5,3,2,4,5,5,5,8,6,6,7,6,3,4,2,7,7,7,7,8,7,9,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,3,1,100,1,1,NA,NA,1,1,EN,MYS_004,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Switch,NA
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-04-22T14:18:34Z,2020-04-22T15:25:21Z,R_yyVps7EkJylbpBv,2,1,"Неприфатлива затоа што , зошто животот на 5те работници би бил повреден од животот на едниот работник само затоа што во моментот на можната несреќа тие се во поголем број ? И зошто Ѓоко , кој е на погрешно место во погрешно време и кој иако сведочи за целата ситуација и не е во можност да помогне , да биде тој што ќе одлучи кој ќе живее , а кој ќе умре ?   Точно дека тој ќе спаси 5 , но ќе убие еден . Дали тогаш тој ќе биде херој или убиец ?",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,2,2,1,12000,48,2,7,1,2,1,7,1,1,1,6,8,2,1,1,1,1,1,1,8,8,9,9,2,8,9,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"не припаѓам на ниту една организирана група или  категорија , ниту пак поддржувам етикетирање што би ме одвоило по било кој основ од останатите.",2,NA,NA,8,2,1,2,1,NA,Не .,1,1,MK,MKD_001,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pole,NA
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-04-22T15:16:32Z,2020-04-22T16:00:18Z,R_3hxsEvLpBNgvhgo,NA,NA,NA,NA,NA,2,2,Оваа активност е морално - етички неприфатлива бидејќи никој нема право да одлучи дали нечиј живот е повреден од животот на другиот. Работникот со ранец треба сам да си одлучи дали ќе го даде својот живот за животот на другите пет работници.,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,1,9000,48,2,3,2,6,4,6,5,5,5,6,9,7,9,5,6,1,3,1,9,9,7,8,5,9,9,7,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6,2,1,2,1,NA,NA,1,1,MK,MKD_001,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Switch,NA
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-04-23T06:26:28Z,2020-04-23T06:36:52Z,R_2TmA8WF5TOHLpeu,NA,NA,NA,NA,NA,1,6,Because if given a choice the workman with bag might choose to live instead of sacrificing his life. His opinion was not asked before the action was committed. He had no say in this decision whatsoever.,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,2,2,1,1500000,66,2,3,5,3,3,3,6,5,4,6,8,7,7,8,7,7,7,7,8,8,8,9,8,8,8,9,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,7,1,100,2,1,NA,NA,1,1,EN,IND_003,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Switch,NA
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-04-23T07:53:56Z,2020-04-23T08:01:51Z,R_8p302U5pwX8KobT,1,5,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,1,2,2,1,13000,48,2,2,3,4,5,2,7,5,4,1,9,7,9,8,8,5,5,2,9,9,9,9,9,9,9,7,8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6,1,1,2,1,NA,NA,1,1,MK,MKD_001,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pole,NA
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-04-23T09:33:23Z,2020-04-23T09:43:58Z,R_eXPWf6L3GtBbBap,2,4,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,1,30000,91,1,7,2,7,4,6,5,5,3,6,9,6,8,8,2,2,2,1,9,9,9,9,9,9,9,9,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,2,1,2,1,NA,NA,1,1,MK,MKD_001,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pole,NA
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-04-24T04:52:13Z,2020-04-24T08:14:20Z,R_1pznWC2p8CThsOZ,NA,NA,NA,NA,NA,2,1,Each life is important and Joe can't judge whose life is more important,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,2,2,2,2,1,1600000,66,2,6,4,6,6,5,6,4,4,4,9,8,8,9,8,6,8,7,8,9,6,9,8,9,9,9,6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,9,2,100,2,1,NA,NA,1,1,EN,IND_003,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Switch,NA
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-04-24T09:53:28Z,2020-04-24T10:45:50Z,R_2PmVWPP3eZ9dKwL,2,1,"Затоа што човекот сам по себе може да одлучи дали сака својот живот да го жртвува за да спаси туѓи животи, но не може да одлучи за тоа кога ќе биде жртвуван туѓ живот.",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,3,2,2,1,18.000,48,2,6,1,4,5,4,4,2,4,5,7,6,3,6,7,4,2,6,6,6,8,7,4,5,3,5,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,9,2,1,1,1,NA,NA,1,1,MK,MKD_001,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pole,NA
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-04-24T15:29:03Z,2020-04-24T15:45:03Z,R_2qwmzwgS67EwdYO,2,2,karena mengorbankan 1nyawa yang kemungkinan besar orang yg dikorbankan ini tidak tahu apa2 sama sekali.,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,2,2,1,75000000,64,1,4,2,3,5,4,3,1,3,2,9,5,2,9,5,1,9,7,4,8,5,4,3,4,3,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,15,2,77,2,1,NA,NA,1,1,INDO,IND_002,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pole,NA
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-04-24T15:31:04Z,2020-04-24T15:51:03Z,R_3lz5RZvIorKjFgu,2,1,bukan Adi yang berhak menentukan siapa yang seharusnya meninggal dan siapa yang seharusnya hidup,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,2,2,1,~17.000.000 (per bulan) x 12 = ~204.000.000,64,2,2,1,2,6,7,3,3,3,7,7,5,7,9,6,6,2,2,5,8,6,7,9,8,4,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,5,2,77,2,1,NA,Tidak,1,1,INDO,IND_001,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pole,NA
