survey_name,survey_id,StartDate,EndDate,ResponseId,trolley_1_resp,trolley_1_rate,trolley_1_just,speedboat_1_resp,speedboat_1_rate,trolley_2_resp,trolley_2_rate,trolley_2_just,speedboat_2_resp,speedboat_2_rate,trolley_3_resp,trolley_3_rate,trolley_3_just,speedboat_3_resp,speedboat_3_rate,trolley_4_resp,trolley_4_rate,trolley_4_just,speedboat_4_resp,speedboat_4_rate,trolley_5_resp,trolley_5_rate,trolley_5_just,speedboat_5_resp,speedboat_5_rate,trolley_6_resp,trolley_6_rate,trolley_6_just,speedboat_6_resp,speedboat_6_rate,trolley_attention,speedboat_attention,confusion,disbelief,familiarity,careless_1,careless_2,careless_3,household_income,currency_1,living_area,oxford_utilitarian_1,oxford_utilitarian_2,oxford_utilitarian_3,oxford_utilitarian_4,oxford_utilitarian_5,oxford_utilitarian_6,oxford_utilitarian_7,oxford_utilitarian_8,oxford_utilitarian_9,individualism_scale_1,individualism_scale_2,individualism_scale_3,individualism_scale_4,individualism_scale_5,individualism_scale_6,individualism_scale_7,individualism_scale_8,individualism_scale_9,individualism_scale_10,individualism_scale_11,individualism_scale_12,individualism_scale_13,individualism_scale_14,individualism_scale_15,individualism_scale_16,religious_rate,religion_1,religion_2,religion_3,religion_4,religion_5,religion_6,religion_7,religion_8,religion_9,religion_10,religion_11,religion_12,religion_13,religion_14,religion_15,religion_16,religion_16_TEXT,education_leve,education_level_iran,education_level_germ,age_1,sex,countr_origin_1,immigrant_back,technical_problems,technical_problems_2_TEXT,further_comments,native_language,fluency,Q_Lang,lab,attention,FL_24_DO_Footbridgepole,FL_24_DO_Footbridgeswitch,FL_22_DO_Standardswitch,FL_22_DO_Standardfootbridge,FL_22_DO_Loop,FL_22_DO_Obstaclecollide,trolley_attention_DO_1,trolley_attention_DO_2,trolley_attention_DO_3,trolley_attention_DO_4,trolley_attention_DO_5,trolley_attention_DO_6,speedboat_attention_DO_1,speedboat_attention_DO_2,speedboat_attention_DO_3,speedboat_attention_DO_4,speedboat_attention_DO_5,scenario1,scenario2
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-05-31T05:00:07Z,2020-05-31T06:13:30Z,R_28N7HdbE6LsJ0TH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,一个人也是人,2,1,6,5,1,1,1,2,2,1,10000000000000000,178,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,6,7,2,3,1,1,1,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,11,1,44,2,1,NA,NA,1,1,ZH-S,CHN_014,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Obstaclecollide
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-05-31T06:00:54Z,2020-05-31T06:13:35Z,R_28Oj9MoHloxRk31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,毕竟有人伤亡,1,7,NA,NA,NA,NA,NA,5,4,2,2,3,2,2,1,100000,59,2,6,3,3,3,3,5,6,5,5,1,3,5,4,3,3,3,2,1,1,1,1,1,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,8,1,44,2,1,NA,NA,1,1,ZH-S,CHN_014,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loop
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-05-31T03:06:05Z,2020-05-31T07:00:41Z,R_2ruXLM6CBEB8mH8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,失去一个人的生命。挽救了五个人的生命,2,4,6,5,2,2,3,2,2,1,40000,33,1,5,4,3,6,6,4,1,3,2,9,8,7,7,7,5,7,6,7,7,7,7,7,6,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,6,2,44,2,1,NA,NA,1,1,ZH-S,CHN_014,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Obstaclecollide
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-05-31T06:42:55Z,2020-05-31T07:07:05Z,R_3Pi6LbwE3XV9s1r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,一个人是不能决定另一人的生死的，每个人都有活下来的权利,2,1,NA,NA,NA,NA,NA,5,1,2,2,1,2,2,1,十万元,6,2,2,5,3,5,5,5,3,4,4,6,7,5,6,6,3,4,4,8,7,6,6,4,8,5,7,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,16,2,44,2,1,NA,没有,1,1,ZH-S,CHN_014,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loop
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-05-31T05:44:32Z,2020-05-31T07:11:45Z,R_wTOQBeiv5040CMV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,因为每个人的生命都是不可替代的，独一无二的，不能说五个人的生命比一人的生命更宝贵，小乔在未经当事人同意的情况下凭主关臆测判把本与意外无关的人牵扯到意外之中。,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,2,2,2,2,1,￥220000.00元,33,2,3,2,2,4,3,3,2,2,3,7,7,4,4,6,7,6,5,5,4,5,6,6,7,8,5,8,NA,NA,NA,1,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,23,1,44,2,1,NA,如果还有类似调查，我愿意配合,1,1,ZH-S,CHN_014,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standardswitch
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-05-31T08:51:14Z,2020-05-31T09:01:30Z,R_56jyvsmcxeVuFfb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,损失小,1,2,NA,NA,NA,NA,NA,5,2,1,2,2,2,2,1,400000,1,2,5,5,3,3,5,4,2,3,2,8,8,6,7,5,5,8,6,7,3,6,5,8,6,7,6,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,18,2,44,2,1,NA,NA,1,1,ZH-S,CHN_014,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loop
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-05-31T09:05:08Z,2020-05-31T09:22:30Z,R_Oa5OiiBJ3tL363D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,人数が変わってもそれぞれの命であるので、第三者であるアキラの行動によって衝突する人を変えてしまうべきではないと思うため。,2,4,NA,NA,NA,NA,NA,5,3,2,2,2,2,2,1,300万円,72,1,5,2,5,5,2,5,6,3,2,8,6,6,6,6,5,4,2,9,9,9,9,9,6,3,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,11,2,1,2,1,NA,NA,1,1,JA,JPN_003,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loop
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-05-31T08:50:21Z,2020-05-31T09:41:53Z,R_3fIPdgpkZDzhFEF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,生命都有活的权利,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,1,1,2,2,1,50,1,2,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,凡信则灵,3,NA,NA,15,2,44,2,1,NA,无,1,1,ZH-S,CHN_014,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standardswitch
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-05-31T04:10:41Z,2020-05-31T14:12:59Z,R_pmCbYU7f8mNebER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,小乔无权让背包工人丧命来救其他五人性命,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,1,20万,33,2,1,1,2,4,5,2,2,1,2,9,7,3,4,7,7,7,6,6,7,7,6,6,9,7,8,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,8,1,44,2,1,NA,无,1,1,ZH-S,CHN_014,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standardfootbridge
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-06-04T02:12:39Z,2020-06-04T02:31:41Z,R_3lVwHScy830Qp0W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,一个人也是生命，五个人也是生命，同样重要,2,3,6,5,2,2,3,2,2,1,20w,33,2,3,2,1,1,2,4,3,1,2,7,6,6,6,7,7,8,5,5,5,5,6,5,5,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,11,2,44,2,1,NA,无,1,1,ZH-S,CHN_014,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Obstaclecollide
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-06-04T03:23:46Z,2020-06-04T03:29:02Z,R_RWSRqHxetWkVwLn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,不太好接受  每一个人背后都是一个家庭,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,2,3,2,2,1,NA,33,2,4,6,4,5,5,6,6,6,6,9,6,2,7,8,3,7,8,8,6,9,8,9,7,8,8,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,2,44,2,1,NA,NA,1,1,ZH-S,CHN_014,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standardswitch
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-06-04T03:23:11Z,2020-06-04T03:31:35Z,R_DAYVJt7e4acNq0h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,2,3,2,2,1,15w,33,2,2,2,2,5,4,2,5,3,2,5,4,7,4,5,2,4,3,6,5,7,7,3,3,5,6,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,44,2,1,NA,NA,1,1,ZH-S,CHN_014,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standardswitch
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-06-04T03:28:06Z,2020-06-04T03:41:31Z,R_2xyEomK692xTd0a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,电车失控与那一名工人本身无任何关系，一个人不能因为去救别人而决定他人的生死,2,3,6,5,1,1,3,2,2,1,20万,33,2,1,2,2,1,2,2,1,2,1,7,5,5,8,6,3,3,5,6,3,5,5,2,3,3,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,44,2,1,NA,没有,1,1,ZH-S,CHN_014,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Obstaclecollide
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-06-04T03:26:39Z,2020-06-04T03:42:00Z,R_rfKWZtOFk5Ey78l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,间接造成了无辜人员的死亡,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,2,2,1,30000,33,1,2,1,3,5,7,3,5,1,1,9,9,1,1,9,1,4,6,7,7,7,9,6,7,7,9,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,44,2,1,NA,NA,1,1,ZH-S,CHN_014,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standardfootbridge
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-06-04T03:23:16Z,2020-06-04T03:43:57Z,R_30wozCupc5KbDtx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,没有什么资格让别人为了其他人去死。,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,2,2,2,2,1,薪水,33,2,2,2,1,6,2,5,6,5,2,9,6,3,7,8,4,4,5,7,6,7,8,9,5,6,6,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,44,2,1,NA,NA,1,1,ZH-S,CHN_014,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standardswitch
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-06-04T03:26:23Z,2020-06-04T03:44:03Z,R_080iJ3yoXDH91h7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,首先，原本那一个人跟电车发生危险是没有关系的，而且如果小乔将危险从五个人转移到一个人身上，就像故意杀害那一个人一样,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,2,3,2,2,1,8000,33,1,1,2,3,3,3,4,6,3,7,6,8,2,7,8,7,9,8,7,6,5,5,2,8,8,7,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,44,2,1,NA,没有,1,1,ZH-S,CHN_014,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standardswitch
PSA006_Eastern,SV_0GO7CYZ1zsBNK2F,2020-06-04T03:29:48Z,2020-06-04T03:53:26Z,R_3O6uXJ6P9k3PXNC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,因为这场救援相当于拯救5条人命，这总比保住一条人命而任由事故发展成五死强。,2,1,6,4,2,2,3,2,2,1,9万,33,2,5,5,2,6,3,6,1,4,5,9,7,7,5,9,8,9,9,4,3,2,5,4,3,8,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,现实主义与理想主义并存,3,NA,NA,3,2,44,2,1,NA,NA,1,1,ZH-S,CHN_014,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Obstaclecollide
